content_id,content_type_id,content_type_name,title,addr1,addr2,first_image,first_image2,map_x,map_y,area_code,sigungu_code,cat1,cat2,cat3,created_time,modified_time,tel,zipcode,overview,raw_data
127616,12,관광지,서울 정릉(신덕황후) [유네스코 세계유산],서울특별시 성북구 아리랑로19길 116 (정릉동),,,,127.0076090491,37.6012757310,1,17,A02,A0201,A02010700,20030630090000,20250902164558,,02813,,"{""addr1"": ""서울특별시 성북구 아리랑로19길 116 (정릉동)"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010700"", ""contentid"": ""127616"", ""contenttypeid"": ""12"", ""createdtime"": ""20030630090000"", ""firstimage"": """", ""firstimage2"": """", ""cpyrhtDivCd"": """", ""mapx"": ""127.0076090491"", ""mapy"": ""37.6012757310"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902164558"", ""sigungucode"": ""17"", ""tel"": """", ""title"": ""서울 정릉(신덕황후) [유네스코 세계유산]"", ""zipcode"": ""02813"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""290"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010800""}"
2660731,12,관광지,SPA 1899,서울특별시 강남구 영동대로 416 (대치동),B2층,http://tong.visitkorea.or.kr/cms/resource/20/3508020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3508020_image3_1.jpg,127.0653425868,37.5066377643,1,1,A02,A0202,A02020300,20200623185036,20250902145523,02-557-8030,06176,,"{""addr1"": ""서울특별시 강남구 영동대로 416 (대치동)"", ""addr2"": ""B2층"", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0202"", ""cat3"": ""A02020300"", ""contentid"": ""2660731"", ""contenttypeid"": ""12"", ""createdtime"": ""20200623185036"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/20/3508020_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/20/3508020_image3_1.jpg"", ""cpyrhtDivCd"": ""Type1"", ""mapx"": ""127.0653425868"", ""mapy"": ""37.5066377643"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902145523"", ""sigungucode"": ""1"", ""tel"": ""02-557-8030"", ""title"": ""SPA 1899"", ""zipcode"": ""06176"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""680"", ""lclsSystm1"": ""EX"", ""lclsSystm2"": ""EX05"", ""lclsSystm3"": ""EX050500""}"
125452,12,관광지,청계산,서울특별시 서초구 원지동,,http://tong.visitkorea.or.kr/cms/resource/25/1796725_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1796725_image3_1.jpg,127.0553147223,37.4437532162,1,15,A01,A0101,A01010400,20040204090000,20250902140626,,06806,,"{""addr1"": ""서울특별시 서초구 원지동"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A01"", ""cat2"": ""A0101"", ""cat3"": ""A01010400"", ""contentid"": ""125452"", ""contenttypeid"": ""12"", ""createdtime"": ""20040204090000"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/25/1796725_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/25/1796725_image3_1.jpg"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0553147223"", ""mapy"": ""37.4437532162"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902140626"", ""sigungucode"": ""15"", ""tel"": """", ""title"": ""청계산"", ""zipcode"": ""06806"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""650"", ""lclsSystm1"": ""NA"", ""lclsSystm2"": ""NA01"", ""lclsSystm3"": ""NA010100""}"
2357761,12,관광지,구룡산(서울),서울특별시 서초구 염곡동,,http://tong.visitkorea.or.kr/cms/resource/90/3530390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3530390_image3_1.jpg,127.0615995465,37.4690781677,1,15,A01,A0101,A01010400,20161230220453,20250902135634,,06792,,"{""addr1"": ""서울특별시 서초구 염곡동"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A01"", ""cat2"": ""A0101"", ""cat3"": ""A01010400"", ""contentid"": ""2357761"", ""contenttypeid"": ""12"", ""createdtime"": ""20161230220453"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/90/3530390_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/90/3530390_image3_1.jpg"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0615995465"", ""mapy"": ""37.4690781677"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902135634"", ""sigungucode"": ""15"", ""tel"": """", ""title"": ""구룡산(서울)"", ""zipcode"": ""06792"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""650"", ""lclsSystm1"": ""NA"", ""lclsSystm2"": ""NA01"", ""lclsSystm3"": ""NA010100""}"
126530,12,관광지,서울 헌릉(태종·원경왕후)과 인릉(순조·순원황후) [유네스코 세계유산],서울특별시 서초구 헌인릉길 34 (내곡동),,http://tong.visitkorea.or.kr/cms/resource/76/3530376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3530376_image3_1.jpg,127.0823644560,37.4644151940,1,15,A02,A0201,A02010700,20020510090000,20250902133435,,06795,,"{""addr1"": ""서울특별시 서초구 헌인릉길 34 (내곡동)"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010700"", ""contentid"": ""126530"", ""contenttypeid"": ""12"", ""createdtime"": ""20020510090000"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/76/3530376_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/76/3530376_image3_1.jpg"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0823644560"", ""mapy"": ""37.4644151940"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902133435"", ""sigungucode"": ""15"", ""tel"": """", ""title"": ""서울 헌릉(태종·원경왕후)과 인릉(순조·순원황후) [유네스코 세계유산]"", ""zipcode"": ""06795"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""650"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010800""}"
2724392,12,관광지,은평한옥마을,서울특별시 은평구 진관동,,http://tong.visitkorea.or.kr/cms/resource/24/3530324_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3530324_image3_1.JPG,126.9377142893,37.6412531600,1,22,A02,A0201,A02010600,20210705220048,20250902131741,,03308,,"{""addr1"": ""서울특별시 은평구 진관동"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010600"", ""contentid"": ""2724392"", ""contenttypeid"": ""12"", ""createdtime"": ""20210705220048"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/24/3530324_image2_1.JPG"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/24/3530324_image3_1.JPG"", ""cpyrhtDivCd"": ""Type1"", ""mapx"": ""126.9377142893"", ""mapy"": ""37.6412531600"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902131741"", ""sigungucode"": ""22"", ""tel"": """", ""title"": ""은평한옥마을"", ""zipcode"": ""03308"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""380"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010600""}"
753989,12,관광지,서울 살곶이 다리,서울특별시 성동구 성수동,,http://tong.visitkorea.or.kr/cms/resource/20/3530320_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/3530320_image3_1.JPG,127.0459874565,37.5537847183,1,16,A02,A0205,A02050100,20090617202027,20250902130644,,04763,,"{""addr1"": ""서울특별시 성동구 성수동"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0205"", ""cat3"": ""A02050100"", ""contentid"": ""753989"", ""contenttypeid"": ""12"", ""createdtime"": ""20090617202027"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/20/3530320_image2_1.JPG"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/20/3530320_image3_1.JPG"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0459874565"", ""mapy"": ""37.5537847183"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902130644"", ""sigungucode"": ""16"", ""tel"": """", ""title"": ""서울 살곶이 다리"", ""zipcode"": ""04763"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""200"", ""lclsSystm1"": ""VE"", ""lclsSystm2"": ""VE01"", ""lclsSystm3"": ""VE010300""}"
126525,12,관광지,서울 선릉과 정릉,서울특별시 강남구 선릉로100길 1,,,,127.0471803291,37.5074206801,1,1,A02,A0201,A02010700,20020510090000,20250902112114,,06153,,"{""addr1"": ""서울특별시 강남구 선릉로100길 1"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010700"", ""contentid"": ""126525"", ""contenttypeid"": ""12"", ""createdtime"": ""20020510090000"", ""firstimage"": """", ""firstimage2"": """", ""cpyrhtDivCd"": """", ""mapx"": ""127.0471803291"", ""mapy"": ""37.5074206801"", ""mlevel"": ""6"", ""modifiedtime"": ""20250902112114"", ""sigungucode"": ""1"", ""tel"": """", ""title"": ""서울 선릉과 정릉"", ""zipcode"": ""06153"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""680"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010800""}"
127425,12,관광지,독립문,서울특별시 서대문구 현저동,,http://tong.visitkorea.or.kr/cms/resource/07/3530107_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3530107_image3_1.JPG,126.9595142504,37.5724532182,1,14,A02,A0201,A02010300,20041230090000,20250901173553,,03733,,"{""addr1"": ""서울특별시 서대문구 현저동"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010300"", ""contentid"": ""127425"", ""contenttypeid"": ""12"", ""createdtime"": ""20041230090000"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/07/3530107_image2_1.JPG"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/07/3530107_image3_1.JPG"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""126.9595142504"", ""mapy"": ""37.5724532182"", ""mlevel"": ""6"", ""modifiedtime"": ""20250901173553"", ""sigungucode"": ""14"", ""tel"": """", ""title"": ""독립문"", ""zipcode"": ""03733"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""410"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010300""}"
3357819,12,관광지,아이아이 연남,서울특별시 마포구 연남로 86 (연남동),,http://tong.visitkorea.or.kr/cms/resource/23/3526623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3526623_image3_1.jpg,126.9187236902,37.5666087219,1,13,A02,A0203,A02030400,20240902165305,20250829153351,,03976,,"{""addr1"": ""서울특별시 마포구 연남로 86 (연남동)"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0203"", ""cat3"": ""A02030400"", ""contentid"": ""3357819"", ""contenttypeid"": ""12"", ""createdtime"": ""20240902165305"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/23/3526623_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/23/3526623_image3_1.jpg"", ""cpyrhtDivCd"": ""Type1"", ""mapx"": ""126.9187236902"", ""mapy"": ""37.5666087219"", ""mlevel"": ""6"", ""modifiedtime"": ""20250829153351"", ""sigungucode"": ""13"", ""tel"": """", ""title"": ""아이아이 연남"", ""zipcode"": ""03976"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""440"", ""lclsSystm1"": ""EX"", ""lclsSystm2"": ""EX07"", ""lclsSystm3"": ""EX070200""}"
2850614,12,관광지,스탈릿성수,서울특별시 성동구 아차산로 104 (성수동2가),스탈릿성수,http://tong.visitkorea.or.kr/cms/resource/67/2849767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2849767_image3_1.jpg,127.0554729674,37.5444943013,1,16,A02,A0203,A02030400,20220906173912,20250829131857,,04782,,"{""addr1"": ""서울특별시 성동구 아차산로 104 (성수동2가)"", ""addr2"": ""스탈릿성수"", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0203"", ""cat3"": ""A02030400"", ""contentid"": ""2850614"", ""contenttypeid"": ""12"", ""createdtime"": ""20220906173912"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/67/2849767_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/67/2849767_image3_1.jpg"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0554729674"", ""mapy"": ""37.5444943013"", ""mlevel"": ""6"", ""modifiedtime"": ""20250829131857"", ""sigungucode"": ""16"", ""tel"": """", ""title"": ""스탈릿성수"", ""zipcode"": ""04782"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""200"", ""lclsSystm1"": ""VE"", ""lclsSystm2"": ""VE12"", ""lclsSystm3"": ""VE120300""}"
2764329,12,관광지,서울 신당동 박정희 가옥,서울특별시 중구 다산로36가길 25 (신당동),,http://tong.visitkorea.or.kr/cms/resource/52/3467852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3467852_image3_1.jpg,127.0198701715,37.5615194612,1,24,A02,A0201,A02010500,20211028183405,20250829101851,,04584,,"{""addr1"": ""서울특별시 중구 다산로36가길 25 (신당동)"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0201"", ""cat3"": ""A02010500"", ""contentid"": ""2764329"", ""contenttypeid"": ""12"", ""createdtime"": ""20211028183405"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/52/3467852_image2_1.jpg"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/52/3467852_image3_1.jpg"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0198701715"", ""mapy"": ""37.5615194612"", ""mlevel"": ""6"", ""modifiedtime"": ""20250829101851"", ""sigungucode"": ""24"", ""tel"": """", ""title"": ""서울 신당동 박정희 가옥"", ""zipcode"": ""04584"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""140"", ""lclsSystm1"": ""HS"", ""lclsSystm2"": ""HS01"", ""lclsSystm3"": ""HS010500""}"
992130,12,관광지,키자니아 서울,서울특별시 송파구 올림픽로 240,,http://tong.visitkorea.or.kr/cms/resource/27/3529027_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3529027_image3_1.JPG,127.0981394766,37.5110683960,1,18,A02,A0203,A02030400,20100405233233,20250829100253,,05554,,"{""addr1"": ""서울특별시 송파구 올림픽로 240"", ""addr2"": """", ""areacode"": ""1"", ""cat1"": ""A02"", ""cat2"": ""A0203"", ""cat3"": ""A02030400"", ""contentid"": ""992130"", ""contenttypeid"": ""12"", ""createdtime"": ""20100405233233"", ""firstimage"": ""http://tong.visitkorea.or.kr/cms/resource/27/3529027_image2_1.JPG"", ""firstimage2"": ""http://tong.visitkorea.or.kr/cms/resource/27/3529027_image3_1.JPG"", ""cpyrhtDivCd"": ""Type3"", ""mapx"": ""127.0981394766"", ""mapy"": ""37.5110683960"", ""mlevel"": ""6"", ""modifiedtime"": ""20250829100253"", ""sigungucode"": ""18"", ""tel"": """", ""title"": ""키자니아 서울"", ""zipcode"": ""05554"", ""lDongRegnCd"": ""11"", ""lDongSignguCd"": ""710"", ""lclsSystm1"": ""EX"", ""lclsSystm2"": ""EX07"", ""lclsSystm3"": ""EX070200""}"
